ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
53010,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05647 // YR05650-1 - YR05650",1,0,visible,,,,,taxable,parent,1,,,0,0,1050,165,145,200,0,,,"22869,70",,,,,,,id:52930,,,,,,7,Model,YR05650,,1,,,,
53011,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05647 // YR05650-1 - YR05650-1",1,0,visible,,,,,taxable,parent,1,,,0,0,1050,165,145,200,0,,,"25269,46",,,,,,,id:52930,,,,,,8,Model,YR05650-1,,1,,,,
53012,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05647 // YR05650-1 - YR05647-1",1,0,visible,,,,,taxable,parent,1,,,0,0,700,140,135,195,0,,,"20614,48",,,,,,,id:52930,,,,,,2,Model,YR05647-1,,1,,,,
53013,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05647 // YR05650-1 - YR05648",1,0,visible,,,,,taxable,parent,1,,,0,0,800,140,135,195,0,,,"18941,38",,,,,,,id:52930,,,,,,3,Model,YR05648,,1,,,,
53014,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05647 // YR05650-1 - YR05648-1",1,0,visible,,,,,taxable,parent,1,,,0,0,800,140,135,195,0,,,"21416,38",,,,,,,id:52930,,,,,,4,Model,YR05648-1,,1,,,,
53015,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05647 // YR05650-1 - YR05647",1,0,visible,,,,,taxable,parent,1,,,0,0,700,140,135,195,0,,,"18369,16",,,,,,,id:52930,,,,,,1,Model,YR05647,,1,,,,
53016,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05651 // YR05654-1 - YR05653",1,0,visible,,,,,taxable,parent,1,,,0,0,1400,210,160,205,0,,,"25869,40",,,,,,,id:52931,,,,,,5,Model,YR05653,,1,,,,
53017,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05651 // YR05654-1 - YR05653-1",1,0,visible,,,,,taxable,parent,1,,,0,0,1420,210,160,205,0,,,"28570,12",,,,,,,id:52931,,,,,,6,Model,YR05653-1,,1,,,,
27532,variation,,"Ultrasonic Homogenizer YR05015 // YR05020 - YR05019, Host: 470x305x430 Sound Proof: 350x350x550",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3405,78",,,,,,,id:27521,,,,,,5,Model,YR05019,,1,Measure,"Host: 470x305x430 Sound Proof: 350x350x550",,1
27533,variation,,"Ultrasonic Homogenizer YR05015 // YR05020 - YR05020, Host: 470x305x430 Sound Proof: 350x350x550",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"3926,66",,,,,,,id:27521,,,,,,6,Model,YR05020,,1,Measure,"Host: 470x305x430 Sound Proof: 350x350x550",,1
27534,variation,,"Ultrasonic Homogenizer YR05015 // YR05020 - YR05015, Host: 470x305x430 Sound Proof: 350x350x550",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1442,45",,,,,,,id:27521,,,,,,1,Model,YR05015,,1,Measure,"Host: 470x305x430 Sound Proof: 350x350x550",,1
27529,variation,,"Ultrasonic Homogenizer YR05015 // YR05020 - YR05016, Host: 470x305x430 Sound Proof: 350x350x550",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"1682,86",,,,,,,id:27521,,,,,,2,Model,YR05016,,1,Measure,"Host: 470x305x430 Sound Proof: 350x350x550",,1
27530,variation,,"Ultrasonic Homogenizer YR05015 // YR05020 - YR05017, Host: 470x305x430 Sound Proof: 350x350x550",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2003,40",,,,,,,id:27521,,,,,,3,Model,YR05017,,1,Measure,"Host: 470x305x430 Sound Proof: 350x350x550",,1
27531,variation,,"Ultrasonic Homogenizer YR05015 // YR05020 - YR05018, Host: 470x305x430 Sound Proof: 350x350x550",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2444,15",,,,,,,id:27521,,,,,,4,Model,YR05018,,1,Measure,"Host: 470x305x430 Sound Proof: 350x350x550",,1
53018,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05651 // YR05654-1 - YR05654",1,0,visible,,,,,taxable,parent,1,,,0,0,1700,220,160,205,0,,,"28570,12",,,,,,,id:52931,,,,,,7,Model,YR05654,,1,,,,
53019,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05651 // YR05654-1 - YR05654-1",1,0,visible,,,,,taxable,parent,1,,,0,0,1730,220,160,205,0,,,"30969,88",,,,,,,id:52931,,,,,,8,Model,YR05654-1,,1,,,,
53020,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05651 // YR05654-1 - YR05651",1,0,visible,,,,,taxable,parent,1,,,0,0,1250,165,150,205,0,,,"23768,62",,,,,,,id:52931,,,,,,1,Model,YR05651,,1,,,,
53021,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05651 // YR05654-1 - YR05651-1",1,0,visible,,,,,taxable,parent,1,,,0,0,1250,165,150,205,0,,,"26057,50",,,,,,,id:52931,,,,,,2,Model,YR05651-1,,1,,,,
53022,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05651 // YR05654-1 - YR05652",1,0,visible,,,,,taxable,parent,1,,,0,0,1280,168,155,205,0,,,"26257,48",,,,,,,id:52931,,,,,,3,Model,YR05652,,1,,,,
53023,variation,,"Horizontal Pulsating Vacuum Autoclave Automatic Vertical Sliding Door YR05651 // YR05654-1 - YR05652-1",1,0,visible,,,,,taxable,parent,1,,,0,0,1280,168,155,205,0,,,"27853,36",,,,,,,id:52931,,,,,,4,Model,YR05652-1,,1,,,,
53024,variation,,"Hand Wheel Type Autoclave Vertical Sterilizer YR05661 // YR05664 - YR05662",1,0,visible,,,,,taxable,parent,1,,,0,0,75,57,55,109,0,,,"1976,74",,,,,,,id:52932,,,,,,2,Model,YR05662,,1,,,,
53025,variation,,"Hand Wheel Type Autoclave Vertical Sterilizer YR05661 // YR05664 - YR05663",1,0,visible,,,,,taxable,parent,1,,,0,0,90,62,62,121,0,,,"2610,34",,,,,,,id:52932,,,,,,3,Model,YR05663,,1,,,,
53026,variation,,"Hand Wheel Type Autoclave Vertical Sterilizer YR05661 // YR05664 - YR05664",1,0,visible,,,,,taxable,parent,1,,,0,0,105,62,62,131,0,,,"3154,84",,,,,,,id:52932,,,,,,4,Model,YR05664,,1,,,,
53027,variation,,"Hand Wheel Type Autoclave Vertical Sterilizer YR05661 // YR05664 - YR05661",1,0,visible,,,,,taxable,parent,1,,,0,0,65,55,54,100,0,,,"1612,42",,,,,,,id:52932,,,,,,1,Model,YR05661,,1,,,,
53028,variation,,"LCD Display Hand Wheel Vertical Steam Autoclave YR05665 // YR05668 - YR05665",1,0,visible,,,,,taxable,parent,1,,,0,0,80,54,54,114,0,,,"1558,96",,,,,,,id:52933,,,,,,1,Model,YR05665,,1,,,,
53029,variation,,"LCD Display Hand Wheel Vertical Steam Autoclave YR05665 // YR05668 - YR05666",1,0,visible,,,,,taxable,parent,1,,,0,0,90,58,58,125,0,,,"2034,16",,,,,,,id:52933,,,,,,2,Model,YR05666,,1,,,,
53030,variation,,"LCD Display Hand Wheel Vertical Steam Autoclave YR05665 // YR05668 - YR05667",1,0,visible,,,,,taxable,parent,1,,,0,0,110,61,61,128,0,,,"2463,82",,,,,,,id:52933,,,,,,3,Model,YR05667,,1,,,,
53031,variation,,"LCD Display Hand Wheel Vertical Steam Autoclave YR05665 // YR05668 - YR05668",1,0,visible,,,,,taxable,parent,1,,,0,0,125,64,64,136,0,,,"3119,20",,,,,,,id:52933,,,,,,4,Model,YR05668,,1,,,,
53032,variation,,"Hand Wheel Pressure Steam Autoclave Sterilizer YR05669 // YR05672 - YR05671",1,0,visible,,,,,taxable,parent,1,,,0,0,100,65,65,128,0,,,"2220,28",,,,,,,id:52934,,,,,,3,Model,YR05671,,1,,,,
53033,variation,,"Hand Wheel Pressure Steam Autoclave Sterilizer YR05669 // YR05672 - YR05672",1,0,visible,,,,,taxable,parent,1,,,0,0,110,68,68,137,0,,,"2911,30",,,,,,,id:52934,,,,,,4,Model,YR05672,,1,,,,
53034,variation,,"Hand Wheel Pressure Steam Autoclave Sterilizer YR05669 // YR05672 - YR05669",1,0,visible,,,,,taxable,parent,1,,,0,0,72,57,57,115,0,,,"1349,08",,,,,,,id:52934,,,,,,1,Model,YR05669,,1,,,,
53035,variation,,"Hand Wheel Pressure Steam Autoclave Sterilizer YR05669 // YR05672 - YR05670",1,0,visible,,,,,taxable,parent,1,,,0,0,88,59,59,128,0,,,"1719,34",,,,,,,id:52934,,,,,,2,Model,YR05670,,1,,,,
53036,variation,,"LCD Display Pulsating Vacuum Autoclave With Printer YR05673 // YR05675 - YR05673",1,0,visible,,,,,taxable,parent,1,,,0,0,140,82,60,140,0,,,"4493,32",,,,,,,id:52935,,,,,,1,Model,YR05673,,1,,,,
53037,variation,,"LCD Display Pulsating Vacuum Autoclave With Printer YR05673 // YR05675 - YR05674",1,0,visible,,,,,taxable,parent,1,,,0,0,170,82,62,145,0,,,"5431,84",,,,,,,id:52935,,,,,,2,Model,YR05674,,1,,,,
53038,variation,,"LCD Display Pulsating Vacuum Autoclave With Printer YR05673 // YR05675 - YR05675",1,0,visible,,,,,taxable,parent,1,,,0,0,180,82,62,145,0,,,"7039,60",,,,,,,id:52935,,,,,,3,Model,YR05675,,1,,,,
53039,variation,,"Digital Display Pressure Steam Vertical Autoclave YR05676 // YR05681 - YR05678",1,0,visible,,,,,taxable,parent,1,,,0,0,100,65,65,128,0,,,"2364,82",,,,,,,id:52936,,,,,,2,Model,YR05678,,1,,,,
53040,variation,,"Digital Display Pressure Steam Vertical Autoclave YR05676 // YR05681 - YR05679",1,0,visible,,,,,taxable,parent,1,,,0,0,110,68,68,137,0,,,"2980,60",,,,,,,id:52936,,,,,,3,Model,YR05679,,1,,,,
53041,variation,,"Digital Display Pressure Steam Vertical Autoclave YR05676 // YR05681 - YR05680",1,0,visible,,,,,taxable,parent,1,,,0,0,125,73,73,137,0,,,"3535,00",,,,,,,id:52936,,,,,,4,Model,YR05680,,1,,,,
53042,variation,,"Digital Display Pressure Steam Vertical Autoclave YR05676 // YR05681 - YR05681",1,0,visible,,,,,taxable,parent,1,,,0,0,140,76,76,137,0,,,"3806,26",,,,,,,id:52936,,,,,,5,Model,YR05681,,1,,,,
53043,variation,,"Digital Display Pressure Steam Vertical Autoclave YR05676 // YR05681 - YR05677",1,0,visible,,,,,taxable,parent,1,,,0,0,88,59,59,128,0,,,"1933,18",,,,,,,id:52936,,,,,,1,Model,YR05677,,1,,,,
53044,variation,,"Low Price Vertical Pressure Steam Sterilizer YR05682 // YR05687 - YR05682",1,0,visible,,,,,taxable,parent,1,,,0,0,72,57,57,115,0,,,"1293,64",,,,,,,id:52937,,,,,,1,Model,YR05682,,1,,,,
53045,variation,,"Low Price Vertical Pressure Steam Sterilizer YR05682 // YR05687 - YR05683",1,0,visible,,,,,taxable,parent,1,,,0,0,88,59,59,128,0,,,"1646,08",,,,,,,id:52937,,,,,,2,Model,YR05683,,1,,,,
53046,variation,,"Low Price Vertical Pressure Steam Sterilizer YR05682 // YR05687 - YR05684",1,0,visible,,,,,taxable,parent,1,,,0,0,100,65,65,128,0,,,"2149,00",,,,,,,id:52937,,,,,,3,Model,YR05684,,1,,,,
53047,variation,,"Low Price Vertical Pressure Steam Sterilizer YR05682 // YR05687 - YR05685",1,0,visible,,,,,taxable,parent,1,,,0,0,110,68,68,137,0,,,"2772,70",,,,,,,id:52937,,,,,,4,Model,YR05685,,1,,,,
53048,variation,,"Low Price Vertical Pressure Steam Sterilizer YR05682 // YR05687 - YR05686",1,0,visible,,,,,taxable,parent,1,,,0,0,125,73,73,137,0,,,"3327,10",,,,,,,id:52937,,,,,,5,Model,YR05686,,1,,,,
53049,variation,,"Low Price Vertical Pressure Steam Sterilizer YR05682 // YR05687 - YR05687",1,0,visible,,,,,taxable,parent,1,,,0,0,140,76,76,137,0,,,"3691,42",,,,,,,id:52937,,,,,,6,Model,YR05687,,1,,,,
53050,variation,,"Automatic Lifting Door Pulsating Vacuum Autoclave YR05688 // YR05691 - YR05688",1,0,visible,,,,,taxable,parent,1,,,0,0,170,78.6,65.6,101.3,0,,,"7685,08",,,,,,,id:52949,,,,,,1,Model,YR05688,,1,,,,
53051,variation,,"Automatic Lifting Door Pulsating Vacuum Autoclave YR05688 // YR05691 - YR05689",1,0,visible,,,,,taxable,parent,1,,,0,0,190,78.6,65.6,113.5,0,,,"8904,76",,,,,,,id:52949,,,,,,2,Model,YR05689,,1,,,,
53052,variation,,"Automatic Lifting Door Pulsating Vacuum Autoclave YR05688 // YR05691 - YR05690",1,0,visible,,,,,taxable,parent,1,,,0,0,260,94,61,100,0,,,"10427,38",,,,,,,id:52949,,,,,,3,Model,YR05690,,1,,,,
53053,variation,,"Automatic Lifting Door Pulsating Vacuum Autoclave YR05688 // YR05691 - YR05691",1,0,visible,,,,,taxable,parent,1,,,0,0,275,94,61,107.5,0,,,"11858,92",,,,,,,id:52949,,,,,,4,Model,YR05691,,1,,,,
53054,variation,,"Portable Pressure Steam Autoclave YR05698 // YR05700 - YR05698",1,0,visible,,,,,taxable,parent,1,,,0,0,17,40,40,54,0,,,"614,50",,,,,,,id:52950,,,,,,1,Model,YR05698,,1,,,,
53055,variation,,"Portable Pressure Steam Autoclave YR05698 // YR05700 - YR05699",1,0,visible,,,,,taxable,parent,1,,,0,0,19,40,40,64,0,,,"646,18",,,,,,,id:52950,,,,,,2,Model,YR05699,,1,,,,
53056,variation,,"Portable Pressure Steam Autoclave YR05698 // YR05700 - YR05700",1,0,visible,,,,,taxable,parent,1,,,0,0,21,40,40,74,0,,,"794,68",,,,,,,id:52950,,,,,,3,Model,YR05700,,1,,,,
53057,variation,,"Portable Pressure Steam Autoclave YR05692 // YR05694 - YR05692",1,0,visible,,,,,taxable,parent,1,,,0,0,16,40,40,42,0,,,"432,34",,,,,,,id:52951,,,,,,1,Model,YR05692,,1,,,,
53058,variation,,"Portable Pressure Steam Autoclave YR05692 // YR05694 - YR05693",1,0,visible,,,,,taxable,parent,1,,,0,0,18,40,40,53,0,,,"497,68",,,,,,,id:52951,,,,,,2,Model,YR05693,,1,,,,
53059,variation,,"Portable Pressure Steam Autoclave YR05692 // YR05694 - YR05694",1,0,visible,,,,,taxable,parent,1,,,0,0,20,40,40,64,0,,,"646,18",,,,,,,id:52951,,,,,,3,Model,YR05694,,1,,,,
53060,variation,,"Portable Pressure Steam Autoclave YR05695 // YR05697 - YR05697",1,0,visible,,,,,taxable,parent,1,,,0,0,21,40,40,74,0,,,"695,68",,,,,,,id:52952,,,,,,3,Model,YR05697,,1,,,,
53061,variation,,"Portable Pressure Steam Autoclave YR05695 // YR05697 - YR05695",1,0,visible,,,,,taxable,parent,1,,,0,0,17,40,40,54,0,,,"481,84",,,,,,,id:52952,,,,,,1,Model,YR05695,,1,,,,
53062,variation,,"Portable Pressure Steam Autoclave YR05695 // YR05697 - YR05696",1,0,visible,,,,,taxable,parent,1,,,0,0,19,40,40,64,0,,,"547,18",,,,,,,id:52952,,,,,,2,Model,YR05696,,1,,,,
53063,variation,,"Digital Display Portable Steam Autoclave YR05701 // YR05703 - YR05702",1,0,visible,,,,,taxable,parent,1,,,0,0,19,40,40,64,0,,,"992,68",,,,,,,id:52953,,,,,,2,Model,YR05702,,1,,,,
53064,variation,,"Digital Display Portable Steam Autoclave YR05701 // YR05703 - YR05703",1,0,visible,,,,,taxable,parent,1,,,0,0,21,40,40,74,0,,,"1042,18",,,,,,,id:52953,,,,,,3,Model,YR05703,,1,,,,
53065,variation,,"Digital Display Portable Steam Autoclave YR05701 // YR05703 - YR05701",1,0,visible,,,,,taxable,parent,1,,,0,0,17,40,40,54,0,,,"943,18",,,,,,,id:52953,,,,,,1,Model,YR05701,,1,,,,
53066,variation,,"Halogen Moisture Analyzer  YR05552 // YR05555 - YR05552",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,49,35,36,0,,,"733,00",,,,,,,id:52954,,,,,,1,Model,YR05552,,1,,,,
53067,variation,,"Halogen Moisture Analyzer  YR05552 // YR05555 - YR05553",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,49,35,36,0,,,"792,40",,,,,,,id:52954,,,,,,2,Model,YR05553,,1,,,,
53068,variation,,"Halogen Moisture Analyzer  YR05552 // YR05555 - YR05554",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,49,35,36,0,,,"931,00",,,,,,,id:52954,,,,,,3,Model,YR05554,,1,,,,
53069,variation,,"Halogen Moisture Analyzer  YR05552 // YR05555 - YR05555",1,0,visible,,,,,taxable,parent,1,,,0,0,7.5,49,35,36,0,,,"1258,00",,,,,,,id:52954,,,,,,4,Model,YR05555,,1,,,,
53070,variation,,"Halogen Moisture Analyzer YR05558 // YR05561 - YR05558",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2050,00",,,,,,,id:52957,,,,,,1,Model,YR05558,,1,,,,
53071,variation,,"Halogen Moisture Analyzer YR05558 // YR05561 - YR05559",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2248,00",,,,,,,id:52957,,,,,,2,Model,YR05559,,1,,,,
53072,variation,,"Halogen Moisture Analyzer YR05558 // YR05561 - YR05560",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2446,00",,,,,,,id:52957,,,,,,3,Model,YR05560,,1,,,,
53073,variation,,"Halogen Moisture Analyzer YR05558 // YR05561 - YR05561",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,"2644,00",,,,,,,id:52957,,,,,,4,Model,YR05561,,1,,,,
53074,variation,,"Hydrogen Peroxide Low Temperature Plasma Sterilizer YR05747 // YR05753 - YR05747",1,0,visible,,,,,taxable,parent,1,,,0,0,233,91,75,170,0,,,"18955,24",,,,,,,id:52959,,,,,,1,Model,YR05747,,1,,,,
53075,variation,,"Hydrogen Peroxide Low Temperature Plasma Sterilizer YR05747 // YR05753 - YR05748",1,0,visible,,,,,taxable,parent,1,,,0,0,262,94,84,174,0,,,"19565,08",,,,,,,id:52959,,,,,,2,Model,YR05748,,1,,,,
53076,variation,,"Hydrogen Peroxide Low Temperature Plasma Sterilizer YR05747 // YR05753 - YR05749",1,0,visible,,,,,taxable,parent,1,,,0,0,283,98,82,182,0,,,"20174,92",,,,,,,id:52959,,,,,,3,Model,YR05749,,1,,,,
53077,variation,,"Hydrogen Peroxide Low Temperature Plasma Sterilizer YR05747 // YR05753 - YR05750",1,0,visible,,,,,taxable,parent,1,,,0,0,289,182,82,118,0,,,"21392,62",,,,,,,id:52959,,,,,,4,Model,YR05750,,1,,,,
53078,variation,,"Hydrogen Peroxide Low Temperature Plasma Sterilizer YR05747 // YR05753 - YR05751",1,0,visible,,,,,taxable,parent,1,,,0,0,308,128,82,184,0,,,"22915,24",,,,,,,id:52959,,,,,,5,Model,YR05751,,1,,,,
53079,variation,,"Hydrogen Peroxide Low Temperature Plasma Sterilizer YR05747 // YR05753 - YR05752",1,0,visible,,,,,taxable,parent,1,,,0,0,335,131,83,184,0,,,"24253,72",,,,,,,id:52959,,,,,,6,Model,YR05752,,1,,,,
53080,variation,,"Hydrogen Peroxide Low Temperature Plasma Sterilizer YR05747 // YR05753 - YR05753",1,0,visible,,,,,taxable,parent,1,,,0,0,396,136,95,202,0,,,"30070,96",,,,,,,id:52959,,,,,,7,Model,YR05753,,1,,,,
53081,variation,,"Fully Automatic Ethylene Oxide Sterilizer YR05754 // YR05758 - YR05754",1,0,visible,,,,,taxable,parent,1,,,0,0,154,84,73,150,0,,,"18955,24",,,,,,,id:52963,,,,,,1,Model,YR05754,,1,,,,
53082,variation,,"Fully Automatic Ethylene Oxide Sterilizer YR05754 // YR05758 - YR05755",1,0,visible,,,,,taxable,parent,1,,,0,0,170,84,84,178,0,,,"19870,00",,,,,,,id:52963,,,,,,2,Model,YR05755,,1,,,,
53083,variation,,"Fully Automatic Ethylene Oxide Sterilizer YR05754 // YR05758 - YR05756",1,0,visible,,,,,taxable,parent,1,,,0,0,210,88,120,185,0,,,"22915,24",,,,,,,id:52963,,,,,,3,Model,YR05756,,1,,,,
53084,variation,,"Fully Automatic Ethylene Oxide Sterilizer YR05754 // YR05758 - YR05757",1,0,visible,,,,,taxable,parent,1,,,0,0,230,122,90,188,0,,,"25570,42",,,,,,,id:52963,,,,,,4,Model,YR05757,,1,,,,
53085,variation,,"Fully Automatic Ethylene Oxide Sterilizer YR05754 // YR05758 - YR05758",1,0,visible,,,,,taxable,parent,1,,,0,0,298,125,92,196,0,,,"35769,40",,,,,,,id:52963,,,,,,5,Model,YR05758,,1,,,,
53260,variation,,"Biological Safety Cabinet YR05270 - YR05271 - YR05270",1,0,visible,,,,,taxable,parent,1,,,0,0,180,,,,0,,,"5742,00",,,,,,,id:53203,,,,,,1,Model,YR05270,,1,,,,
53261,variation,,"Biological Safety Cabinet YR05270 - YR05271 - YR05271",1,0,visible,,,,,taxable,parent,1,,,0,0,240,,,,0,,,"6732,00",,,,,,,id:53203,,,,,,2,Model,YR05271,,1,,,,
53262,variation,,"Biological Safety Cabinet YR05270-1 // YR05271-1 - YR05270-1",1,0,visible,,,,,taxable,parent,1,,,0,0,180,,,,0,,,"6336,00",,,,,,,id:53204,,,,,,1,Model,YR05270-1,,1,,,,
53263,variation,,"Biological Safety Cabinet YR05270-1 // YR05271-1 - YR05271-1",1,0,visible,,,,,taxable,parent,1,,,0,0,240,,,,0,,,"6732,00",,,,,,,id:53204,,,,,,2,Model,YR05271-1,,1,,,,
53264,variation,,"Laminar flow cabinet (Single person) YR05268 // YR05269 - YR05268",1,0,visible,,,,,taxable,parent,1,,,0,0,130,190,83.5,124,0,,,"1167,10",,,,,,,id:53205,,,,,,1,Model,YR05268,,1,,,,
53265,variation,,"Laminar flow cabinet (Single person) YR05268 // YR05269 - YR05269",1,0,visible,,,,,taxable,parent,1,,,0,0,235,156,83.5,124,0,,,"1705,30",,,,,,,id:53205,,,,,,2,Model,YR05269,,1,,,,
53306,variation,,"Biological Safety Cabinet 100% Exhaust Class II A2 Biosafety Cabinet YR05704 // YR05707 - YR05704",1,0,visible,,,,,taxable,parent,1,,,0,0,200,93,109,167,0,,,3267,,,,,,,id:53272,,,,,,1,Model,YR05704,,1,,,,
53307,variation,,"Biological Safety Cabinet 100% Exhaust Class II A2 Biosafety Cabinet YR05704 // YR05707 - YR05705",1,0,visible,,,,,taxable,parent,1,,,0,0,240,93,129,167,0,,,"3465,00",,,,,,,id:53272,,,,,,2,Model,YR05705,,1,,,,
53308,variation,,"Biological Safety Cabinet 100% Exhaust Class II A2 Biosafety Cabinet YR05704 // YR05707 - YR05706",1,0,visible,,,,,taxable,parent,1,,,0,0,300,93,159,167,0,,,4455,,,,,,,id:53272,,,,,,3,Model,YR05706,,1,,,,
53309,variation,,"Biological Safety Cabinet 100% Exhaust Class II A2 Biosafety Cabinet YR05704 // YR05707 - YR05707",1,0,visible,,,,,taxable,parent,1,,,0,0,350,93,189,167,0,,,"5445,00",,,,,,,id:53272,,,,,,4,Model,YR05707,,1,,,,
53310,variation,,"Biological Safety Cabinet YR05708 // YR05710 - YR05708",1,0,visible,,,,,taxable,parent,1,,,0,0,290,129,93,184,0,,,"4455,00",,,,,,,id:53273,,,,,,1,Model,YR05708,,1,,,,
53317,variation,,"Biological Safety Cabinet YR05708 // YR05710 - YR05709",1,0,visible,,,,,taxable,parent,1,,,0,0,350,159,93,184,0,,,"5445,00",,,,,,,id:53273,,,,,,2,Model,YR05709,,1,,,,
53318,variation,,"Biological Safety Cabinet YR05708 // YR05710 - YR05710",1,0,visible,,,,,taxable,parent,1,,,0,0,400,189,93,184,0,,,"6435,00",,,,,,,id:53273,,,,,,3,Model,YR05710,,1,,,,
53319,variation,,"Epoxy-Coated Steel Basic Chemical Laboratory Fume Hood YR05808 // YR05812 - YR05808",1,0,visible,,,,,taxable,parent,1,,,0,0,110,111,76,90,0,,,"633,6",,,,,,,id:53300,,,,,,1,Model,YR05808,,1,,,,
53320,variation,,"Epoxy-Coated Steel Basic Chemical Laboratory Fume Hood YR05808 // YR05812 - YR05809",1,0,visible,,,,,taxable,parent,1,,,0,0,110,111,80,90,0,,,693,,,,,,,id:53300,,,,,,2,Model,YR05809,,1,,,,
53321,variation,,"Epoxy-Coated Steel Basic Chemical Laboratory Fume Hood YR05808 // YR05812 - YR05810",1,0,visible,,,,,taxable,parent,1,,,0,0,115,111,86,90,0,,,,,,,,,,id:53300,,,,,,3,Model,YR05810,,1,,,,
53322,variation,,"Epoxy-Coated Steel Basic Chemical Laboratory Fume Hood YR05808 // YR05812 - YR05811",1,0,visible,,,,,taxable,parent,1,,,0,0,120,120,82,91,0,,,,,,,,,,id:53300,,,,,,4,Model,YR05811,,1,,,,
53323,variation,,"Epoxy-Coated Steel Basic Chemical Laboratory Fume Hood YR05808 // YR05812 - YR05812",1,0,visible,,,,,taxable,parent,1,,,0,0,130,150,54,90,0,,,"867,24",,,,,,,id:53300,,,,,,5,Model,YR05812,,1,,,,
53324,variation,,"Epoxy-Coated Steel Basic Chemical Laboratory Fume Hood YR05813 // YR05816 - YR05813",1,0,visible,,,,,taxable,parent,1,,,0,0,165,93,72,129,0,,,"1069,2",,,,,,,id:53301,,,,,,1,Model,YR05813,,1,,,,
53325,variation,,"Epoxy-Coated Steel Basic Chemical Laboratory Fume Hood YR05813 // YR05816 - YR05814",1,0,visible,,,,,taxable,parent,1,,,0,0,170,111,86,135,0,,,"1128,6",,,,,,,id:53301,,,,,,2,Model,YR05814,,1,,,,
53326,variation,,"Epoxy-Coated Steel Basic Chemical Laboratory Fume Hood YR05813 // YR05816 - YR05815",1,0,visible,,,,,taxable,parent,1,,,0,0,180,166,95,74,0,,,"1233,54",,,,,,,id:53301,,,,,,3,Model,YR05815,,1,,,,
53327,variation,,"Epoxy-Coated Steel Basic Chemical Laboratory Fume Hood YR05813 // YR05816 - YR05816",1,0,visible,,,,,taxable,parent,1,,,0,0,200,162,80,93,0,,,"1336,5",,,,,,,id:53301,,,,,,4,Model,YR05816,,1,,,,
53334,variation,,"Stainless Steel Laboratory Fume Hood YR05823 // YR05825 - YR05824",1,0,visible,,,,,taxable,parent,1,,,0,0,265,161,74,127,0,,,3366,,,,,,,id:53304,,,,,,2,Model,YR05824,,1,,,,
53335,variation,,"Stainless Steel Laboratory Fume Hood YR05823 // YR05825 - YR05825",1,0,visible,,,,,taxable,parent,1,,,0,0,300,171,78,127,0,,,"3603,6",,,,,,,id:53304,,,,,,3,Model,YR05825,,1,,,,
53336,variation,,"Stainless Steel Laboratory Fume Hood YR05823 // YR05825 - YR05823",1,0,visible,,,,,taxable,parent,1,,,0,0,235,161,74,98,0,,,"3217,5",,,,,,,id:53304,,,,,,1,Model,YR05823,,1,,,,
